Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
3225;1729; ;Moilainen;Anders;Olsson;Moilan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h729;;JM;;;
3226;1731;1765;Moilainen;Olof;Olsson;Moijlan;Fäbacken;Lekvattnet;S;SRA:LR:Fryksände;mtl 731,732; ;JM/NP;;;
3227;1734;;Moilainen;Olof;;Moilan;;Lekvattnet;S;VA:Fryksdal HR;domb h734;A;;;;
3228;1737;;Moilainen;Olof;;Moilan;Fäbacken;Lekvattnet;S;VA:Fryksdal HR;domb h737;A;;;;
3229;1737;;Moilainen;Olof;;Moilan;Timbonäs;Gräsmark;S;VA:Fryksdal HR;domb v737;A;;;;
3230;1738;;Moilainen;Olof;Olsson;Moijland;Fäbacken;Lekvattnet;S;SRA:LR:Fryksände;mtl 738;B;JEB;;;
3231;1744;;Moilainen;Olof;;Moijlan;;;S;VA:Fryksände KB;fb 744;;JEB,NP;;;
3232;1749;;Moilainen;Olof;;Moijlan;Fäbacken;Lekvattnet;S;VA:Fryksände KB;fb 749,756,761,762,765;;JEB,NP;;;
3233;1753; ;Moilainen;Henrik;;Moijlan;Runnsjön;Östmark;S;VA:Fryksände KB;fb 753;;NP;;;
3234;1757; ;Moilainen;Gertrud;;Mojland;Runnsjön;Östmark;S;VA:Fryksände KB;hfl 757-65;;NP;;;
3235;1760;;Moilainen;Ola;Olsen;Moijland;;;No;SAH:Vinger KB;vb 760;;JM;;;
3236;1821;;Moilainen;Lisa;Henriksdotter;Moilainen;Runnsjöviken;Östmark;S;SKS;Gottlundiana;Gtl2:201;;;;
3237;1821;;Moilainen;Anders;Olsson;Moilainen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:201;;;;
3238;1821;;Moilainen;;;Moilainen;Axland;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:196;;;;
3239;1821;;Moilainen;;;Moilainen;Gletjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:104;;;;
3240;1821;;Moilainen;;;Moilainen;Kahilaistomta;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:195;;;;
3241;1821;;Moilainen;;;Moilainen;Karttorp;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:132;;;;
3242;1821;;Moilainen;;;Moilainen;N Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:81,140;;;;
3243;1821;;Moilainen;;;Moilainen;N Runnsjötorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:78;;;;
3244;1821;;Moilainen;;;Moilainen;Runnsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:77;;;;
3245;1821;;Moilainen;;;Moilainen;Sorktjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:79;;;;
3246;1821;;Moilainen;;;Moilainen;Strutstorp;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:195;;;;
3247;1821;;Moilainen;;;Moilainen;S Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:133;;;;
3248;1821;;Moilainen;;;Moilainen;Trindtjärnsbråten;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:195;;;;
3249;1821;;Moilainen;;;Moilainen;Ö Runnsjötorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:79;;;;
3250;16/1700-t;;Moilainen;Olof;Andersson;Moilainen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:201;;;;
3251;16/1700-t;;Moilainen;Heikki;;Moilainen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:306;;;;
3252;16/1800-t;;Moilainen;Britta;;Mojlands;Axland;Bogen;S;;;Ax1:98;;;;
3253;16/1800-t;;Moilainen;;;Moilasia;;Lekvattnet;S;;;Ax1:160;;;;
3254;1700-t;;Moilainen;Olof;Olsson;Moilainen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:207;;;;
3255;1700-t;;Moilainen;Anders;Olsson;Moilainen;Sorktjärn;Östmark;S;SKS;Gottlundiana;Gtl2:206;;;;
3256;1700-t;;Moilainen;Henrik;Olsson;Moilainen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:207;;;;
3257;1642;1643;Moilanen;Olof;;Muiolinen;Smeberget;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 642;;JEB;;;
3258;1642;;Moilanen;Olof;;Muoiolinen;Smedberget;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 642;;JEB;;;
3259;1643; ;Moilanen;Olof;;Moiolinen;Smedberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 643;FFoN 95:1;;;;
3260;1677;1680;Montoinen;Mårten;;Måndaag;Flåsjön;Gustav Adolf;S;SRA:LR:Ekshärad;mtl 677;;JEB,JM,NP;;;
3261;1680; ;Montoinen;Mårten;Eriksson;Måndag;Kvarnberget;Säfsnäs;W;ULA:Nås KB;fb 680;FFoN 95:1 ;;;;
3262;1693;1695;Montoinen;Erik;Mårtensson;Måndag;Lesjöfors;Rämmen;S;VA:Färnebo HR;domb 693;;MF;;;
3263;1695; ;Montoinen;Erik;Mårtensson;Mondag;Digerliden;Nås;W;ULA:Järna TL;domb 695;;JEB;;;
3264;1674;1716;Muhoinen;Mats;;Mohan;Aspberget;N Finnskoga;S;SRA:LR:Dalby;til 674,684;;JEB,GB;;;
3265;1681; ;Muhoinen;Ola;;Moeholl;Kindsjön;S Finnskoga;S;SAH:SØSS;tb 681;;JM;;;
3266;1681; ;Muhoinen;Lars;;Moeholl;Kindsjön;S Finnskoga;S;SAH:SØSS;tb 681;;JM;;;
3267;1684;;Muhoinen;Mats;;Mohan;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb v684;;JEB;;;
3268;1687;;Muhoinen;Mats;;Mohan;Aspberget;N Finnskoga;S;SRA:LR:Dalby;kontrib 687;;JEB;;;
3269;1687;;Muhoinen;Mats;;Mohan;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 687,688,689,690,692;;JM/NP;;;
3270;1695;;Muhoinen;Mats;Matsson;Mohall;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 695;;JM/NP;;;
3271;1697;1733;Muhoinen;Johan; ;Mohen;Höksjön;Rämmen;S;VA:Färnebo HR;domb 697;;LOH;;;
3272;1698;;Muhoinen;Johan;;Mohn; ;Äppelbo;W;ULA:Äppelbo TL;domb 698;;JEB;;;
3273;1701;;Muhoinen;Mats;;Mohall;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 701-706,711,712; ;JM/NP;;;
3274;1701;;Muhoinen;Mats;;Moohäll;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h701;;JEB;;;
3275;1703;;Muhoinen;Mats;;Mohall;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h703;;JEB;;;
3276;1704;;Muhoinen;Mats;;Moohall;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h704;;JEB;;;
3277;1706;1740;Muhoinen;Mickel;;Mohall;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 706,707,708,711; ;JEB,JM/NP;;;
3278;1707;;Muhoinen;Mats;;Mohull;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 707;;JM/NP;;;
3279;1708;;Muhoinen;Mats;;Mochar;Sverige; ;S;SAH:SØSS;tb 708;;JM;;;
3280;1708;;Muhoinen;Mikkel;Mattisen;Mochal;Aspberget;N Finnskoga;No;SAH:SØSS;tb 708;;JM;;;
3281;1709;;Muhoinen;Mats;;Mohåll;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 709,710;;JM/NP;;;
3282;1709;;Muhoinen;Mickel;;Mohåll;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 709; ;JM/NP;;;
3283;1715;;Muhoinen;Mickel;Matsson;Mohall;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 715; ;JM/NP;;;
3284;1715;1738;Muhoinen;Klemet;Matsson;Mohall;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 715;;JM/NP;;;
3285;1716;;Muhoinen;Mats; ;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 716;;JM;;;
3286;1716;;Muhoinen;Mickel; ;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 716,740;;JM;;;
3287;1716;;Muhoinen;Klemet;;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;fb 716,738;;JEB;;;
3288;1716;1733;Muhoinen;Elias; ;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 724;;JM,NP;;;
3289;1717; ;Muhoinen;Johan;Göransson;Moan;Högsjön;Äppelbo;W;ULA:Äppelbo TL;domb 717;;JEB;;;
3290;1720; ;Muhoinen;Erik;Eriksson;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 720;;JM;;;
3291;1722;1730;Muhoinen;Henrik; ;Mohall;Gunneby;Dalby;S;VA:Dalby KB;hfl 722;;JM;;;
3292;1723;;Muhoinen;Henrik;;Mohall;Gunnebyheden;Dalby;S;VA:Dalby KB;fb 723;;JEB;;;
3293;1723;;Muhoinen;Elias;;Mohal;Medskogen;S Finnskoga;S;VA:Dalby KB;db 723;;JM;;;
3294;1724;;Muhoinen;Mickel;Matsson;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 726;;JM,NP;;;
3295;1724;;Muhoinen;Henrik;;Mohall;Nedergården;Dalby;S;VA:Dalby KB;hfl 724;;JM;;;
3296;1730;;Muhoinen;Henrik;;Mohall;Slättne;Dalby;S;VA:Dalby KB;hfl 730;;JM,NP;;;
3297;1730;;Muhoinen;Elias;;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;fb 730;;JEB,JM;;;
3298;1733;;Muhoinen;Johan;;Mohn; ;Äppelbo;W;ULA:Äppelbo TL;domb 733;;JEB;;;
3299;1733;;Muhoinen;Mickel;;Mohall;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb 733;LB;;;;
3300;1733;;Muhoinen;Klemet;;Mohall;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb 733;LB;;;;
3301;1733;;Muhoinen;Elias;;Mohall;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb 733;LB;;;;
3302;1740; ;Muhoinen;Klemet;Klemetsson;Mohall;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 740;;JM,NP;;;
3303;1821;;Muhoinen;;;Muhoinen;Aspberget;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:40ff;;;;
3304;1821;;Muhoinen;;;Muhoinen;Fløgen;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:210;;;;
3305;1821;;Muhoinen;;;Muhoinen;Haltorpet;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:212;;;;
3306;1821;;Muhoinen;;;Muhoinen;Høgsjøberget;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:204;;;;
3307;1821;;Muhoinen;;;Muhoinen;Höljes;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:46f;;;;
3308;1821;;Muhoinen;;;Muhoinen;Länserud;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:46;;;;
3309;1821;;Muhoinen;;;Muhoinen;Risberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:210f;;;;
3310;1821;;Muhoinen;;;Muhoinen;Skåråhon;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:47;;;;
3311;16/1700-t;;Muhoinen;;;Muhoinen;Stora Lönnhöjden;Rämmen;S;FRA:SHS;Gottlund VII:9:9;Gtl3:85;;;;
3312;16/1700-t;;Muhoinen;;;Muhoinen;Milsjöheden;Malung;W;FRA:SHS;Gottlund VII:9:9;Gtl3:85;;;;
3313;16/1700-t;;Muhoinen;;;Muhoinen;Kroktorpet;Järna;W;FRA:SHS;Gottlund VII:9:9;Gtl3:85;;;;
3314;16/1700-t;;Muhoinen;Johan;;Muhoinen;;Äppelbo;S;SKS;Gottlundiana;Gtl1:347;;;;
3315;1821;;Mulikka;Ola;Olsen;Mulikka;Vålberget;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:247;;;;
3316;1821;;Mulikka;Ola;Henriksen;Mulikka;Kalneset;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:290;;;;
3317;1821;;Mulikka;Mattis;Pålsen;Mulikka;Vålberget;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:298;;;;
3318;1821;;Mulikka;Marit;Henriksdatter;Mulikka;Furuberget;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:247;;;;
3319;1821;;Mulikka;Henrik;Olsen;Mulikka;Kalneset;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:287;;;;
3320;1821;;Mulikka;Erik;Olsen;Mulikka;Vålberget;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:289;;;;
3321;1655; ;Mullikka;Pål;;Malich;;Nya Sverige;US;;;Craig:48;;;;
3322;1667;1693;Mullikka;Erik;Pålsson;Mullica;;Nya Sverige;US;;;Craig:49;;;;
3323;1671;1688;Mullikka;Steffen;Stephensen;Molich;;Grue Finnskog;No;SAH:SØSS;tb 671;;JM;;;
3324;1672;;Mullikka;Steffen;;Molik;;Grue Finnskog;No;SAH:SØSS;tb 672;;AN;;;
3325;1673; ;Mullikka;Steffen;;Mollich;;Grue Finnskog;No;SAH:SØSS;tb 673;;JM;;;
3326;1673; ;Mullikka;Anders;Staffansson;Moleck; ;Sunne;S;VA:Sunne KB;vb 673;;JEB,JM;;;
3327;1681;;Mullikka;Anders;;Mulig;Fagernes;Austmarka;No;SAH:SØSS;tb 681;;AN;;;
3328;1682;1707;Mullikka;Henrik;;Mulik;Röjdoset;Östmark;S;VA:Fryksdal HR;domb v682; ;JM;;;
3329;1686; ;Mullikka;Anniken;Steffensdatter;Mulig;Risberget;Våler Finnskog;No;NRA:DK;finnemtl 686;Fm:113;;;;
3330;1688;;Mullikka;Staffan;;Molick;;Norge;No;VA:Fryksdal HR;domb h688; ;JM;;;
3331;1689;1690;Mullikka;Mats;;Molik;Berga;Sunne;S;VA:Fryksdal HR;domb h689; ;JM;;;
3332;1690;;Mullikka;Mats;;Molick;Berga;Sunne;S;VA:Fryksdal HR;domb v690; ;JM;;;
3333;1693;;Mullikka;Erik;;Mollika;;Nya Sverige;US;;;Craig:19;;;;
3334;1707;;Mullikka;Henrik;;Mullich;;Grue Finnskog;No;SAH:SØSS;tb 707;;JM;;;
3335;1821;;Mullikka;;;Mulikka;Askosberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:120;;;;
3336;1821;;Mullikka;;;Mulikka;Bolneset;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:113;;;;
3337;1821;;Mullikka;;;Mulikka;Bråten;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:124;;;;
3338;1821;;Mullikka;;;Mulikka;Dypåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:75;;;;
3339;1821;;Mullikka;;;Mulikka;Fagerberget;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:150;;;;
3340;1821;;Mullikka;;;Mulikka;Frysjøberget;Grue;No;FRA:SHS;Gottlund VII:9:8;Gtl4:120;;;;
3341;1821;;Mullikka;;;Mulikka;Grasberget;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:117;;;;
3342;1821;;Mullikka;;;Mulikka;Kalneset;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:123f;;;;
3343;1821;;Mullikka;;;Mulikka;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:63f;;;;
3344;1821;;Mullikka;;;Mulikka;Kirkesjøberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
3345;1821;;Mullikka;;;Mulikka;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:63;;;;
3346;1821;;Mullikka;;;Mulikka;Lauvhaugen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:125;;;;
3347;1821;;Mullikka;;;Mulikka;Lintorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:124;;;;
3348;1821;;Mullikka;;;Mulikka;N Åskagsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:88;;;;
3349;1821;;Mullikka;;;Mulikka;Rotneberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
3350;1821;;Mullikka;;;Mulikka;Svenshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:94;;;;
3351;1821;;Mullikka;;;Mulikka;Tvengsberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:126;;;;
3352;1821;;Mullikka;;;Mulikka;Vålberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:124;;;;
3353;1822;;Mullikka;Henrik;Olsen;Mullikka;Slettmoen;Brandval Finnskog;No;SKS;Gottlundiana, fullmakt;Fk 08:3;;;;
3354;1821;;Multiainen;Lars;Johansson;Multiainen;Skallbäcken;S Finnskoga;S;SKS;Gottlundiana;Gtl2:340;;;;
3355;1821;;Multiainen;;;Multiainen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:9;Gtl3:86;;;;
3356;1821;;Multiainen;;;Multiainen;Barskjula;Brandval Finnskog;No;FRA:SHS;Gottlund VII:9:9;Gtl3:86;;;;
3357;1821;;Multiainen;;;Multiainen;Halvortjernsberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:9;Gtl3:86;;;;
3358;1821;;Multiainen;;;Multiainen;Barskjula;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:115;;;;
3359;1821;;Multiainen;;;Multiainen;Halvortjernsberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:127;;;;
3360;1821;;Multiainen;;;Multiainen;Nytorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:121;;;;
3361;1821;;Multiainen;;;Multiainen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:72;;;;
3362;1821;;Multiainen;;;Multiainen;Tysketorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:129;;;;
3363;1641; ;Mutti;Lars;;Motti;Sirsjön;Hällefors;T;SRA:LR:Hällefors;mtl 641;;LOH;;;
3364;1770; ;Mutti;Olof ;Larsson;Mutti;Hjulsjöhöjden;Hällefors;T;VA:Hellefors br.ark;röjselrätter 770;FFoN 95:2;;;;
3365;1664; ;Muurinen;Mats;;Murr;Tväråna;Östmark;S;SRA:LR:Fryksände;til 664;;JEB;;;
3366;1698; ;Muurinen;Mats;Matsson;Morein;Bisen;Söderbärke;W;ULA:Söderbärke KB;db 698;FFoN 95:2;;;;
3367;1661;1668;Myllärinen;Erik;;Myllerin;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 661;;JEB;;;
3368;1661;;Myllärinen;Erik;;Myllern;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 661;;JEB;;;
3369;1667;;Myllärinen;Erik;;Myller;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 667;;JEB;;;
3370;1668;;Myllärinen;Erik;;Myller;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;til 668;;JEB;;;
3371;1674; ;Myllärinen;Lars;Persson;Mollar;Bredsjön;Lekvattnet;S;VA:Fryksdal HR;domb v674; ;JEB;;;
3372;1674;;Myllärinen;Lars;Persson;Mollar;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;sak 674;;JEB;;;
3373;1684;1692;Myllärinen;Mats;;Möller;Solberg;Ekshärad;S;SRA:LR:Ekshärad;mtl 684,688;FFoN 95:2;JEB,LOH;;;
3374;1684;;Myllärinen;Mats;;Möller;Solberg;Ekshärad;S;VA:Älvdal HR;domb v684,h685,v686,h687,h688;;JEB;;;
3375;1686; ;Myllärinen;Erik;Eriksen;Møller;Risberget;Våler Finnskog;No;SAH:SØSS;tb 686;;JM;;;
3376;1686;;Myllärinen;Mats;Eriksson;Möller;Solberg;Ekshärad;S;VA:Fryksdal HR;domb h686; ;JM;;;
3377;1686;;Myllärinen;Mats;;Möller;Laggåsen;Ekshärad;S;SRA:LR:Ekshärad;mtl 686;;JM/NP;;;
3378;1686;;Myllärinen;Erik;Eriksen;Møller;Risberget;Våler Finnskog;No;NRA:DK;finnemtl 686;Fm:115;;;;
3379;1687;;Myllärinen;Mats;;Möller;Solberg;Ekshärad;S;VA:Fryksdal HR;domb v687,v692; ;JM;;;
3380;1694; ;Myllärinen;Erik;;Møller;Vålberget;Grue Finnskog;No;SAH:SØSS;tb 694;;JM;;;
3381;1700;;Myllärinen;Olle;;Møller;;Grue Finnskog;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
3382;16/1700-t;;Myllärinen;;;Myllärinen;Digerliden;Nås;W;FRA:SHS;Gottlund VII:9:9;Gtl3:86f;;;;
3383;1697;;Mäkeläinen;Jakob; ;Mäckelin;Skärfjällen;Rämmen;W;VA:Färnebo HR;domb 697;;LOH,JEB,JM,MF;;;
3384;1697;;Mäkeläinen;Jakob; ;Meckelein;Skärfjällen;Rämmen;W;VALA:GHR:Färnebo;domb 697 ren;;LOH,JEB,JM,MF;;;
3385;1697;;Mäkeläinen;Jakob; ;Mäckeleinen;Skärfjällen;Rämmen;W;VALA:GHR:Färnebo;domb 697 ren;;LOH,JEB,JM,MF;;;
3386;1676;1690;Mäkäräinen;Johan;;Meckran;Sundsjön;Gustav Adolf;S;VA:Uddeh br.ark;bruksbok ver 676.686;;LOH;;;
3387;1690;;Mäkäräinen;Johan;;Meckran;;;S;VA:Filipstad KB;db 690;;MF;;;
3388;1692;;Mäkäräinen;Pål;;Mickran;Laggsundet;Rämmen;S;SRA:LR:Färnebo;sak 692;;JEB;;;
3389;1692;;Mäkäräinen;Pål;;Mickran;Laggsundet;Rämmen;S;VA:Färnebo HR;domb 692;FFoN 95:1;;;;
3390;1660;1673;Nahkuri/Naakka;Mickel;;Nacke;Bastvålen;Östmark;S;SRA:LR:Fryksände;til 660;;JEB;;;
3391;1664;;Nahkuri/Naakka;Mickel;;Nacke;Sörmarks ägor;Östmark;S;SRA:LR:Fryksände;til 664,670;;JEB;;;
3392;1667;;Nahkuri/Naakka;Mickel;;Nacke;Sörmarks ägor;Östmark;S;SRA:LR:Fryksände;mtl 667,669;;JEB;;;
3393;1667;;Nahkuri/Naakka;Mickel;;Nacke;Östmarks ägor;Östmark;S;SRA:LR:Fryksände;til 667,673;;JEB;;;
3394;1669; ;Nahkuri/Naakka;Mikkel;;Nacke;Sörmark;Östmark;S;SRA:LR:Fryksände;mtl 669,670;;JM/NP;;;
3395;1672; ;Nahkuri/Naakka;Mikkel;;Nacke;Östmark;Östmark;S;SRA:LR:Fryksände;mtl 672,673;;JM/NP;;;
3396;1698; ;Navilainen/Nuualainen;Markus; ;Nobelen;Tjärnberget;Nyskoga;S;VA:Älvdal HR;domb h698;;JEB,GB,JM;;;
3397;1719;1738;Navilainen/Nuualainen;Olof;Persson;Noal;Järpliden;S Finnskoga;S;VA:Dalby KB;hfl 719,720;;JM;;;
3398;1720; ;Navilainen/Nuualainen;Olof;Persson;Numelan;Järpliden;S Finnskoga;S;VA:Dalby KB;hfl 720;;JM;;;
3399;1725;1749;Navilainen/Nuualainen;Anders;Markusson;Nuualainen;Rattsjöberg;Vitsand;S;FRA:SHS;Gottlund VII:9:9;Gtl3:90;;;;
3400;1729; ;Navilainen/Nuualainen;Olof;Persson;Nomalan;Järpliden;S Finnskoga;S;VA:Dalby KB;hfl 729,738;;JM,NP;;;
3401;1732;;Navilainen/Nuualainen;Anders;;Nafland;Rattsjöberg;Vitsand;S;VA:Fryksdal HR;domb 732;A;JEB;;;
3402;1749;;Navilainen/Nuualainen;Anders;;Novalan;;Vitsand;S;VA:Fryksände KB;fb 749;;JEB;;;
3403;1749; ;Navilainen/Nuualainen;Anders;;Novalan;Snårberg;Vitsand;S;VA:Fryksände KB;fb 749 ;;NP;;;
3404;1821;;Navilainen/Nuualainen;Anders;Markusson;Nuualainen;Rattsjöberg;Vitsand;S;SKS;Gottlundiana;Gtl2:220;;;;
3405;1821;;Navilainen/Nuualainen;Per;Johansen;Navilainen;Hujula;Hof Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
3406;1821;;Navilainen/Nuualainen;Ola;Tomasen;Navilainen;Rauken;Hof Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
3407;1821;;Navilainen/Nuualainen;;;Navilainen;Bjørsjøtorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:129;;;;
3408;1821;;Navilainen/Nuualainen;;;Navilainen;Hujatorpet;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
3409;1821;;Navilainen/Nuualainen;;;Navilainen;Lindberget;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
3410;1821;;Navilainen/Nuualainen;;;Navilainen;Rotneberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
3411;1821;;Navilainen/Nuualainen;;;Navilainen;Storberget;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:207;;;;
3412;1821;;Navilainen/Nuualainen;;;Navilainen;Utneset;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:206;;;;
3413;1821;;Navilainen/Nuualainen;;;Navilainen;Velta;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:207;;;;
3414;1821;;Navilainen/Nuualainen;;;Nualainen;Digerberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:158;;;;
3415;1821;;Navilainen/Nuualainen;;;Nuualainen;Björntjärnshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:106;;;;
3416;1821;;Navilainen/Nuualainen;;;Nuualainen;Mangen;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:146ff;;;;
3417;1821;;Navilainen/Nuualainen;;;Nuualainen;Mosshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:104f;;;;
3418;1821;;Navilainen/Nuualainen;;;Nuualainen;Mulltjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:98;;;;
3419;1821;;Navilainen/Nuualainen;;;Nuualainen;Rattsjöberg;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:145;;;;
3420;1821;;Navilainen/Nuualainen;;;Nuualainen;Snårberget;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:150f;;;;
3421;1821;;Navilainen/Nuualainen;;;Nuualainen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:164;;;;
3422;1821;;Navilainen/Nuualainen;;;Nuualainen;Tjärnberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:160;;;;
3423;1821;;Navilainen/Nuualainen;;;Nuualainen;Vålberget;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:148;;;;
