Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
3022;1821;;Mammoinen;;;Mammoinen;Tiskaretjärn;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:184;;;;
3023;1700;1748;Mannikainen/Männik;Nils ;Persson;Manick;Dalkarlssjön;Färnebo;S;SRA:LR:Färnebo;mtl 700-711;;LOH;;;
3024;1709;1748;Mannikainen/Männik;Jonas;Persson;Mannik;Dalkarlsjön;Nordmark;S;SRA:LR:Färnebo;mtl 709,710;;MF;;;
3025;1712; ;Mannikainen/Männik;Jon;Persson;Mannick;Dalkarlssjön;Färnebo;S;VA:Färnebo KB;hfl 712-718;;LOH;;;
3026;1712;;Mannikainen/Männik;Jon;Persson;Mannik;Dalkarlsjön;Nordmark;S;SRA:LR:Färnebo;mtl 712;;MF;;;
3027;1712;;Mannikainen/Männik;Nils ;Persson;Manick;Dalkarlssjön;Färnebo;S;VA:Färnebo KB;hfl 712-718;;LOH;;;
3028;1714;;Mannikainen/Männik;Jon;;Mannik;Dalkarlsjön;Nordmark;S;SRA:LR:Färnebo;mtl 714,722,725;;MF;;;
3029;1729;;Mannikainen/Männik;Jon;Persson;Mannik;Dalkarlsjön;Färnebo;S;VA:Nordmark KB  ;kyrä 729;;MF;;;
3030;1742;;Mannikainen/Männik;Jon;Persson;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 742,749;;MF;;;
3031;1742;;Mannikainen/Männik;Nils;Persson;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 742;;MF;;;
3032;1743;;Mannikainen/Männik;Jon;Persson;Manick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 743;;MF;;;
3033;1744;;Mannikainen/Männik;Nils;Persson;Mannik;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 744;;MF;;;
3034;1744;;Mannikainen/Männik;Johan;Nilsson;Mannik;Stjärnberget;Nordmark;S;VA:Färnebo HR;domb 744;;MF;;;
3035;1746;1760;Mannikainen/Männik;Per;Nilsson;Mannik;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 746;;MF;;;
3036;1747;;Mannikainen/Männik;Jon;Persson;Mannik;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 743;;MF;;;
3037;1747;1758;Mannikainen/Männik;Jonas;Jonsson;Mannik;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 747;;MF;;;
3038;1748;;Mannikainen/Männik;Jon;;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 748;;MF;;;
3039;1748;;Mannikainen/Männik;Nils;;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 748;;MF;;;
3040;1749;;Mannikainen/Männik;Jonas;Jonsson;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 749;;MF;;;
3041;1749;;Mannikainen/Männik;Anders;Jonsson;Mannick;Dalkarlsjön;Nordmark;S;VA:Färnebo HR;domb 749;;MF;;;
3042;1758;;Mannikainen/Männik;Jonas;Jonsson;Mannik;Dalkarlsjön;Nordmark;S;VA:Nordmark KB  ;fb 758;;MF;;;
3043;1760;;Mannikainen/Männik;Per;Nilsson;Mannik;Dalkarlsjön;Nordmark;S;VA:Nordmark KB  ;fb 760;;MF;;;
3044;1642;1645;Manninen;Nils;;Man;Ljuse;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 642;FFoN 94:2;JEB/LOH;;;
3045;1643;;Manninen;Nils;Persson;Mann;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;vinpl 643;B;JEB/LOH;;;
3046;1644;;Manninen;Nils;Persson;Man;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;vinpl 644,645;B;JEB/LOH;;;
3047;1644;;Manninen;Nils;Persson;Man;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 643;;JEB;;;
3048;1644;;Manninen;Nils;Persson;Mann;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 644;;JEB;;;
3049;1644;;Manninen;Nils;Persson;Mannj;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;bl 644;;JEB;;;
3050;1645; ;Manninen;Olof;Henriksson;Mannj;;Ljusnarsberg;T;SRA:SHR:N Kopp;domb 645 ren;;JEB,LOH,MF;;;
3051;1669;;Manninen;Olof;Eriksson;Man;Enkullen;Grangärde;W;SRA:LR:Grangärde;til 669;;LOH;;;
3052;1699;1700;Manninen;Henrik;Henriksson;Mannin;Humsjön;Mangskog;S;VA:Jösse HR;domb v699,h700;;JM;;;
3053;1700; ;Manninen;Henrik; ;Mannin;Humsjön;Mangskog;S;VA:Jösse HR;domb v700;;JEB,JM;;;
3054;1821;;Manninen;Per;Jönsson;Manninen;Rattsjöberg;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
3055;1821;;Manninen;Markus;Pålsson;Manninen;Lillskogshöjden;Östmark;S;SKS;Gottlundiana;Gtl2:242;;;;
3056;1821;;Manninen;Bengt;Henriksson;Manninen;Rattsjöberg;Vitsand;S;SKS;Gottlundiana;Gtl2:221;;;;
3057;1821;;Manninen;;;Manninen;Bastvålen;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:95;;;;
3058;1821;;Manninen;;;Manninen;Brattbacken;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:154;;;;
3059;1821;;Manninen;;;Manninen;Fagerberget;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:153;;;;
3060;1821;;Manninen;;;Manninen;Groptjärnsberg;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:154;;;;
3061;1821;;Manninen;;;Manninen;Kalvskinnsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:107;;;;
3062;1821;;Manninen;;;Manninen;Lillskogshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:106;;;;
3063;1821;;Manninen;;;Manninen;Mosshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:105;;;;
3064;1821;;Manninen;;;Manninen;Mörkerud;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:146;;;;
3065;1821;;Manninen;;;Manninen;Pukbron;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:153;;;;
3066;1821;;Manninen;;;Manninen;Rattsjöberg;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:145f;;;;
3067;1821;;Manninen;;;Manninen;Snårberget;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:151;;;;
3068;1821;;Manninen;;;Manninen;Totjärnsberg;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:168;;;;
3069;16/1700-t;;Manninen;Henrik;;Manninen;Långhenrikstorp;Gräsmark;S;SKS;Gottlundiana;Gtl2:144;;;;
3070;16/1700-t;;Manninen;Henrik;;Manninen;Humsjön;Mangskog;S;FRA:SHS;Gottlund VII:9:9;Gtl3:80;;;;
3071;16/1700-t;;Manninen;Bengt;Henriksson;Manninen;Rattsjöberg;Vitsand;S;FRA:SHS;Gottlund VII:9:9;Gtl3:80;;;;
3072;16/1700-t;;Manninen;Lars;Matsson;Manninen;Käringberg;Nås;W;FRA:SHS;;;GB;;;
3073;1600-t;;Manninen;Eskil;;Manninen;Flaten;Nås;W;SKS;Gottlundiana;Gtl1:356;;;;
3074;1600-t;;Manninen;Mats;;Manninen;Humsjön;Mangskog;S;SKS;Gottlundiana;Gtl2:80;;;;
3075;1600-t;;Manninen;Mats;;Manninen;Humsjön;Mangskog;S;FRA:SHS;Gottlund VII:9:9;Gtl3:80;;;;
3076;1600-t;;Manninen;Henrik;;Manninen;Djuprämmen;Rämmen;S;SKS;Gottlundiana;Gtl2:221;;;;
3077;1686; ;Markkanen/Markkunen;Berte;Olsdatter;Markan;Risberget;Våler Finnskog;No;NRA:DK;finnemtl 686;Fm:115;;;;
3078;1686;;Markkanen/Markkunen;Berte;Olsdatter;Marchon;Risberget;Våler Finnskog;No;SAH:SØSS;tb 686;;JM;;;
3079;1686; ;Markkanen/Markkunen;Simon;Henriksen;Marchun;Gransjøen;Hof Finnskog;No;NRA:DK;finnemtl 686;Fm:107;;;;
3080;1686; ;Markkanen/Markkunen;Simon;Henriksen;Marchun;Gransjøen;Hof Finnskog;No;SAH:SØSS;tb 686;;JM;;;
3081;1686; ;Markkanen/Markkunen;Valborg;Eriksdatter;Marckan;Risberget;Våler Finnskog;No;NRA:DK;finnemtl 686;Fm:116;;;;
3082;1686;1686;Markkanen/Markkunen;Valborg;Eriksdatter;Marcha;Risberget;Våler Finnskog;No;SAH:SØSS;tb 686;;JM;;;
3083;1696;;Markkanen/Markkunen;Hans;;Marchen;;;No;SAH:SØSS;tb 696;;AN;;;
3084;1821;;Martinen;Johan;Olsson;Martinen;Kavelåsen;Östmark;S;SKS;Gottlundiana;Gtl2:269;;;;
3085;1821;;Martinen;Johan;Johansson;Martinen;Hällsjön;Östmark;S;SKS;Gottlundiana;Gtl2:307;;;;
3086;1821;;Martinen;Johan;Abrahamsson;Martinen;Halvarstorp;Östmark;S;SKS;Gottlundiana;Gtl2:307;;;;
3087;1821;;Martinen;Anders;Jakobsson;Martinen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:203;;;;
3088;1821;;Martinen;;;Martinen;Arnsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:85;;;;
3089;1821;;Martinen;;;Martinen;Bolneset;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:113;;;;
3090;1821;;Martinen;;;Martinen;Gåstjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:89f;;;;
3091;1821;;Martinen;;;Martinen;Halvarstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:87;;;;
3092;1821;;Martinen;;;Martinen;Hollandstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:100;;;;
3093;1821;;Martinen;;;Martinen;Hällsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:97;;;;
3094;1821;;Martinen;;;Martinen;Hästberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:101;;;;
3095;1821;;Martinen;;;Martinen;Kaikelandstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:96;;;;
3096;1821;;Martinen;;;Martinen;Karlstorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:123;;;;
3097;1821;;Martinen;;;Martinen;Kavelåsen;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:86;;;;
3098;1821;;Martinen;;;Martinen;Moldusen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:125,128;;;;
3099;1821;;Martinen;;;Martinen;Mulltjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:97;;;;
3100;1821;;Martinen;;;Martinen;Rosastorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:85;;;;
3101;1821;;Martinen;;;Martinen;Röjdoset;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:99;;;;
3102;1637;1641;Marttinen;Per;Henriksson;Martine;;Ljusnarsberg;T;KrA:Ljusnarsberg;ro 637;;JEB;;;
3103;1640;;Marttinen;Per;Henriksson;Martijne;;Ljusnarsberg;T;KrA:Ljusnarsberg;ro 640;;JEB;;;
3104;1640;;Marttinen;Per;Henriksson;Martinen;Sundet;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 640;;JEB;;;
3105;1641;;Marttinen;Per;Henriksson;Martinen;Nya Kopparberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 641;FFoN 94:2;;;;
3106;1658;1674;Marttinen;Lars;;Marten;Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
3107;1658;1662;Marttinen;Klemet;;Marten;Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
3108;1661;1661;Marttinen;Daniel;;Marten;S Ängen;Gräsmark;S;SRA:LR:Sunne;til 661;;JEB;;;
3109;1662;;Marttinen;Lars;;Marten;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 662,666;;JEB;;;
3110;1662;;Marttinen;Klemet;;Marten;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 662;;JEB;;;
3111;1664;;Marttinen;Lars;;Marten;N Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 664,668;;JEB;;;
3112;1669;;Marttinen;Lars;;Morten;;;S;VA:Fryksdal HR;domb h669; ;JEB;;;
3113;1674;;Marttinen;Lars;;Marten;S Röjdåsen;Östmark;S;ULA:ÖLA;inh.rans 674;;JEB,JM,LOH,NP;;;
3114;1687;1688;Marttinen;Erik;;Marten;Avundsåsen;S Finnskoga;S;SRA:LR:Dalby;mtl 687,688,689,690,692;;JM/NP;;;
3115;1687;1688;Marttinen;Staffan;;Marten;Avundsåsen;S Finnskoga;S;SRA:LR:Dalby;mtl 687,688,689,690,692;;JM/NP;;;
3116;1699; ;Massinen;Henrik; ;Masnan;Skråckarberget;S Finnskoga;S;VA:Dalby KB;db 699;;JM;;;
3117;1646; ;Matilainen;Tomas;;Matilainen;Sävsjön;Grythyttan;T;SRA:LR:Grythyttan;til 646;;JEB,LOH,JM;;;
3118;1687;1695;Matilainen;Mats;;Matilan;Mackartjärn;S Finnskoga;S;SRA:LR:Dalby;mtl 687,689,691,695;;JM/NP;;;
3119;1688;;Matilainen;Mats;;Matilen;Mackartjärn;S Finnskoga;S;SRA:LR:Dalby;mtl 688;;JM/NP;;;
3120;1691;;Matilainen;Mats;;Mathilan;Mackartjärn;S Finnskoga;S;SRA:LR:Dalby;lagml 691;;JEB;;;
3121;1692;;Matilainen;Mats;;Mattilan;Mackartjärn;S Finnskoga;S;SRA:LR:Dalby;mtl 692; ;JM/NP;;;
3122;1817;;Matilainen;;;Matilainen;Nybofjäll;Äppelbo;W;SKS;Gottlundiana;Gtl1:304;;;;
3123;1821;;Matilainen;;;Matilainen;Ormhöjden;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:132;;;;
3124;1664; ;Mattinen;Mats;;Matten;N Ängen;Gräsmark;S;SRA:LR:Sunne;til 664;;JEB;;;
3125;1666; ;Mattinen;Mats;;Matten;S Västerrottna skog;Gräsmark;S;SRA:LR:Sunne;til 666;;JEB;;;
3126;1700;;Mattinen;Morten;;Mat;Fagernes;Austmarka;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
3127;1662;1699;Mehtoinen;Olof;;Mätten;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;til 662;;JEB;;;
3128;1698; ;Mehtoinen;Olof; ;Mättan;;Gräsmark;S;VA:Gräsmark KB;db 698,699;;JM;;;
3129;1698;1699;Mehtoinen;Erik;;Mätten;Trehörningen;Gunnarskog;S;VA:Jösse HR;domb h698,v699;;GB,JEB,JM;;;
3130;1713;;Mehtoinen;Morten;Olsen;Mät;;;No;SAH:Vinger KB;db 713;;FS;;;
3131;1821;;Mehtoinen;;;Mehtoinen;Borrsjön;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:185;;;;
3132;1821;;Mehtoinen;;;Mehtoinen;Humsjön;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:189;;;;
3133;1821;;Mehtoinen;;;Mehtoinen;Kalvhöjden;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:182;;;;
3134;1821;;Mehtoinen;;;Mehtoinen;Rotberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
3135;1821;;Mehtoinen;;;Mehtoinen;Timbonässkogen;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:173f;;;;
3136;1821;;Mehtoinen;;;Mehtoinen;V Kymmen;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:186;;;;
3137;1600-t;;Mehtoinen;;;Mehtoinen;Kymmen;Gräsmark;S;FRA:SHS;Gottlund VII:9:9;Gtl3:82;;;;
3138;1700-t;;Mehtoinen;Mats;Isaksson;Mehtoinen;Rinttorp;Gräsmark;S;SKS;Gottlundiana;Gtl2:102;;;;
3139;1700-t;;Mehtoinen;Mats;Isaksson;Mehtoinen;Kymmen;Gräsmark;S;FRA:SHS;Gottlund VII:9:9;Gtl3:82;;;;
3140;1821;;Millomi;Per;Olsson;Millomi;Rosastorp;Östmark;S;SKS;Gottlundiana;Gtl2:268;;;;
3141;1821;;Millomi;Lars;Olsson;Millomi;Halvarstorp;Östmark;S;SKS;Gottlundiana;Gtl2:268;;;;
3142;1821;;Millomi;Johan;Olsson;Millomi;Millomi;Östmark;S;SKS;Gottlundiana;Gtl2:270;;;;
3143;1821;;Millomi;;;Millomi;Arnsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:84;;;;
3144;1821;;Millomi;;;Millomi;Halvarstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:87;;;;
3145;1821;;Millomi;;;Millomi;Hollandstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:100,101;;;;
3146;1821;;Millomi;;;Millomi;Kampbråten;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:108;;;;
3147;1821;;Millomi;;;Millomi;N Åskagsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:88;;;;
3148;1821;;Millomi;;;Millomi;Ormberget;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:114;;;;
3149;1821;;Millomi;;;Millomi;Rosastorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:86;;;;
3150;1821;;Millomi;;;Millomi;Röjdoset;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:99;;;;
3151;1821;;Millomi;;;Millomi;Samuelsmoen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:120;;;;
3152;1821;;Millomi;;;Millomi;Svenskandersberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:95;;;;
3153;1821;;Millomi;;;Millomi;Thenunstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:102;;;;
3154;1646;1649;Minkkinen;Eskil;Henriksson;Minck;Graninge;Graninge/Gudmundrå;Y;;;RG48:238;;;;
3155;1655;1662;Minkkinen;Nils;;Minkenn;Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 655;;JEB;;;
3156;1656;1684;Minkkinen;Johan ;Grelsson;Mink;;Nya Sverige;US;;;Craig:87;;;;
3157;1658;1661;Minkkinen;Olof;;Mink;Borrsjön;Gräsmark;S;SRA:LR:Sunne;til 658,661;;JEB;;;
3158;1660;;Minkkinen;Olof;;Mijnck;S Ängen;Gräsmark;S;SRA:LR:Sunne;til 660;;JEB;;;
3159;1661;;Minkkinen;Nils;;Mink;Vittjärn;Lekvattnet;S;SRA:LR:Fryksände;til 661,662;;JEB;;;
3160;1677;1696;Minkkinen;Pål;;Mincx;;Nya Sverige;US;;;Craig:144;;;;
3161;1693;1713;Minkkinen;Anders;;Ming;;Nya Sverige;US;;;Craig:134;;;;
3162;1693;;Minkkinen;Pål;;Mink;;Nya Sverige;US;;;Craig:22,144;;;;
3163;1713;;Minkkinen;Anders;;Mink;;Nya Sverige;US;;;Craig:134;;;;
3164;1821;;Minkkinen;;;Minkinen;Galåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:66;;;;
3165;16/1700-t;;Minkkinen;Markus;;Minkkinen;Bograngen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:368;;;;
3166;16/1700-t;;Minkkinen;Markus;;Minkkinen;Bograngen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:9;Gtl3:83;;;;
3167;1600-t;;Minkkinen;;;Minken;Käckelbäcksmon;Viksjö;Y;;;RG48:238;;;;
3168;1645;;Moijainen;Henrik;;Måijonen;Ekeberget;Hällefors;T;SRA:LR:Grythyttan;til 645;;JEB;;;
3169;1817; ;Moijainen;;;Mujuinen;Bringsjöberg;Grangärde;W;SKS;Gottlundiana;Gtl1:324,374,FFoN 95:2;;;;
3170;1821;;Moijainen;Per;Danielsson;Moijainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
3171;1821;;Moijainen;Mats;Danielsson;Moijainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
3172;1821;;Moijainen;Olof;Matsson;Moijainen;Tjärnberget;Nyskoga;S;SKS;Gottlundiana;Gtl2:340;;;;
3173;1821;;Moijainen;Lars;Sigfridsson;Moijainen;Öjeberg;Nyskoga;S;SKS;Gottlundiana;Gtl2:540;;;;
3174;1821;;Moijainen;Daniel;Persson;Moijainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
3175;1821;;Moijainen;Bengt;Matsson;Moijainen;Tysktorp;Nyskoga;S;SKS;Gottlundiana;Gtl2:229;;;;
3176;1821;;Moijainen;Britta;;Moijainen;Dalby Finnskog;S Finnskoga;S;SKS;Gottlundiana;Gtl2:317;;;;
3177;1821;;Moijainen;;;Moijainen;Avundsåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:50;;;;
3178;1821;;Moijainen;;;Moijainen;Björntjärnshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:106;;;;
3179;1821;;Moijainen;;;Moijainen;Brattbacken;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:154;;;;
3180;1821;;Moijainen;;;Moijainen;Gillersberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:164;;;;
3181;1821;;Moijainen;;;Moijainen;Igelsjöberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:168;;;;
3182;1821;;Moijainen;;;Moijainen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:64ff;;;;
3183;1821;;Moijainen;;;Moijainen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62f;;;;
3184;1821;;Moijainen;;;Moijainen;Mellan Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:163;;;;
3185;1821;;Moijainen;;;Moijainen;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:157,165;;;;
3186;1821;;Moijainen;;;Moijainen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:72;;;;
3187;1821;;Moijainen;;;Moijainen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:155,164;;;;
3188;1821;;Moijainen;;;Moijainen;Tjärnberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:159f;;;;
3189;1821;;Moijainen;;;Moijainen;Totjärnsberg;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:168;;;;
3190;1821;;Moijainen;;;Moijainen;Trångbråten;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:154;;;;
3191;1821;;Moijainen;;;Moijainen;Tysktorp;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:150;;;;
3192;1821;;Moijainen;;;Moijainen;Öjeberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:161f;;;;
3193;1821;;Moijainen;;;Moijainen;Örsjöberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:53;;;;
3194;16/1700-t;;Moijainen;Reito;;Moijainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:230;;;;
3195;16/1700-t; ;Moijainen;;;Mujainen;Bringsjöberg;Grangärde;W;FRA:SHS;Gottlund VII:9:9;Gtl3:85;;;;
3196;1600-t;;Moijainen;Niki;;Moijainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:230;;;;
3197;1600-t; ;Moijainen;Niki;;Moijainen;Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:9;Gtl3:84f;;;;
3198;1600-t;;Moijainen;Sigfrid;;Moijainen;Öjeberg;Nyskoga;S;SKS;Gottlundiana;Gtl2:230;;;;
3199;1600-t; ;Moijainen;Sigfrid;;Moijainen;Öjeberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:9;Gtl3:84f;;;;
3200;1600-t;;Moijainen;Pekka;;Moijainen;Högåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:318;;;;
3201;1700-t;;Moijainen;Mats;Henriksson;Moijainen;Gillersberg;Nyskoga;S;SKS;Gottlundiana;Gtl2:230;;;;
3202;1674;1695;Moilainen;Henrik;;Måijelan;Granbäck;Gräsmark;S;ULA:ÖLA;inh.rans 674;;GB;;;
3203;1677;;Moilainen;Måns; ;Molle;Stöpsjön;Färnebo;S;VA:Filipstad KB;db 677;;MF;;;
3204;1683; ;Moilainen;Hans;;Moiland;;Fryksände;S;SRA:LR:Fryksände;til 683;;JEB,GB;;;
3205;1687;1716;Moilainen;Anders;;Moilandh;Långtjärn;;S;SRA:LR:Sunne;mtl 687; ;JM/NP;;;
3206;1688; ;Moilainen;Anders;;Moilan;Långtjärn;;S;SRA:LR:Sunne;mtl 688; ;JM/NP;;;
3207;1689; ;Moilainen;Anders;;Moiland;Långtjärn;;S;SRA:LR:Sunne;mtl 689; ;JM/NP;;;
3208;1694; ;Moilainen;Henrik;;Moilandh;Timbonäs;Gräsmark;S;SRA:LR:Sunne;mtl 694; ;JM/NP;;;
3209;1694; ;Moilainen;Henrik;;Moiland;Timbonäs;Gräsmark;S;SRA:LR:Sunne;mtl 695; ;JM/NP;;;
3210;1694; ;Moilainen;Ola;;Molle;;;No;SAH:SØSS;tb 694;;JM;;;
3211;1696; ;Moilainen;Anders;;Moulan;;;S;VA:Fryksdal HR;domb h696; ;JM;;;
3212;1696;;Moilainen;Anders;;Moiland;;Gräsmark;S;VA:Gräsmark KB;db 696;;JM;;;
3213;1701; ;Moilainen;Anders;;Moilan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb vh701;;JM;;;
3214;1701;;Moilainen;Anders;;Mojland;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 701;;GB;;;
3215;1703; ;Moilainen;Anders;Olsson;Moilan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb v703;;JM;;;
3216;1711; ;Moilainen;Anders;;Moiland;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h711;;JM;;;
3217;1711;1735;Moilainen;Olof;;Moilan;Runnsjön;Östmark;S;VA:Fryksände KB;hfl 711-19;;JEB,NP;;;
3218;1714;;Moilainen;Olof;;Moilan;;;S;VA:Fryksände KB;fb 714,720,721;;JEB,NP;;;
3219;1716; ;Moilainen;Anders;;Moilan;Runnsjön;Östmark;S;VA:Fryksände KB;db 716;;JM,NP;;;
3220;1721;;Moilainen;Olof;;Mojlan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h721;;JM;;;
3221;1721;;Moilainen;Olof;;Mojland;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h721;;JM;;;
3222;1723;;Moilainen;Olof;;Moijlan;Axland;Bogen;S;VA:Jösse HR;domb v723;;JEB;;;
3223;1729;;Moilainen;Olof;;Moilan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h729-h32,v34,v35,h38;A; ;;;
3224;1729;;Moilainen;Olof;Andersson;Moilan;Runnsjön;Östmark;S;VA:Fryksdal HR;domb h729,h735;A; ;;;
